distance_to_3_end	read_number
7127	0
7128	0
7129	0
7130	0
7131	0
7132	0
7133	0
7134	0
7135	0
7136	0
7137	1.03703703703704
7138	0
7139	0
7140	0
7141	0
7142	0
7143	0
7144	0
7145	0
7146	0
7147	0.263157894736842
7148	0
7149	0
7150	0
7151	0
7152	0
7153	0
7154	0
7155	0
7156	0
7157	0
7158	0
7159	0
7160	0
7161	0
7162	1.02777777777778
7163	0
7164	0
7165	0
7166	0
7167	0
7168	0
7169	0
7170	0
7171	0
7172	0
7173	0
7174	0
7175	0
7176	0
7177	0
7178	0
7179	0
7180	0
7181	0
7182	0
7183	0
7184	0
7185	1.01086956521739
7186	0
7187	0
7188	0
7189	0
7190	0
7191	0
7192	1
7193	0
7194	0
7195	0
7196	0
7197	0
7198	0
7199	0
7200	0
7201	1
7202	0
7203	0
7204	0
7205	0
7206	0
7207	1
7208	0
7209	0
7210	0
7211	0
7212	0
7213	0
7214	0
7215	1.01818181818182
7216	0
7217	0
7218	0
7219	0
7220	0
7221	0
7222	0
7223	0
7224	0
7225	0
7226	0
7227	0.708333333333333
7228	0
7229	0
7230	0
7231	0
7232	0
7233	0
7234	0
7235	0
7236	0
7237	0
7238	0
7239	1.03703703703704
7240	0
7241	0
7242	0
7243	0
7244	0
7245	0
7246	0
7247	0
7248	0
7249	0
7250	1
7251	0
7252	0
7253	0
7254	0
7255	0
7256	0
7257	0
7258	0
7259	0
7260	0
7261	0
7262	0
7263	0
7264	0
7265	1.01086956521739
7266	0
7267	0
7268	0
7269	0
7270	0
7271	0
7272	0
7273	0
7274	0
7275	0
7276	0
7277	0
7278	0
7279	1
7280	0
7281	0
7282	0
7283	0
7284	1.01818181818182
7285	0
7286	0
7287	0
7288	0
7289	0
7290	0
7291	0
7292	0
7293	0
7294	0
7295	0
7296	0
7297	0
7298	0
7299	0
7300	0
7301	0
7302	0
7303	0
7304	0
7305	0
7306	0
7307	0
7308	0
7309	1
7310	0
7311	0
7312	0
7313	0
7314	2
7315	0
7316	0
7317	0
7318	0
7319	0
7320	0
7321	0
7322	0
7323	0
7324	0
7325	0
7326	0
7327	0
7328	0
7329	2
7330	0
7331	0
7332	0
7333	0
7334	0
7335	0
7336	0
7337	0
7338	0
7339	1.01818181818182
7340	0
7341	1
7342	0
7343	0
7344	0
7345	0
7346	0.5
7347	0
7348	0
7349	0
7350	0
7351	0
7352	0
7353	0
7354	0
7355	0
7356	1
7357	0
7358	0
7359	0
7360	0
7361	0
7362	0
7363	0
7364	0
7365	0
7366	0
7367	0
7368	0
7369	0
7370	1.01086956521739
7371	0
7372	0
7373	0
7374	0
7375	0
7376	0
7377	1
7378	0
7379	0.666666666666667
7380	0
7381	0
7382	1
7383	0
7384	0
7385	0
7386	0
7387	0
7388	0
7389	0
7390	0
7391	0
7392	0
7393	0
7394	0
7395	0
7396	0
7397	0
7398	0
7399	0
7400	3
7401	0
7402	0
7403	0
7404	0
7405	0
7406	0
7407	0
7408	0
7409	0
7410	0
7411	0
7412	0
7413	0
7414	0
7415	0
7416	0
7417	2.05555555555556
7418	10.8461538461538
7419	0
7420	0
7421	0
7422	1.01818181818182
7423	0
7424	0
7425	0
7426	0
7427	0
7428	0
7429	0
7430	0
7431	0
7432	0
7433	0
7434	0
7435	0
7436	0
7437	0
7438	0
7439	5.33333333333333
7440	0
7441	0
7442	0
7443	0
7444	0
7445	1.01818181818182
7446	1.01818181818182
7447	0
7448	0
7449	0
7450	0
7451	0
7452	0
7453	0
7454	0
7455	0
7456	0
7457	0
7458	0
7459	0
7460	0
7461	0
7462	0
7463	0
7464	0.8
7465	0
7466	1
7467	0
7468	0
7469	0
7470	0
7471	0
7472	0
7473	0
7474	0
7475	0
7476	0
7477	0
7478	10.8461538461538
7479	0.8
7480	0
7481	0
7482	0
7483	0
7484	0
7485	0
7486	0.28125
7487	1
7488	0.786885245901639
7489	0
7490	10.8461538461538
7491	0
7492	0
7493	0
7494	0
7495	0
7496	0
7497	0
7498	0
7499	0
7500	0
7501	0
7502	0
7503	0
7504	0
7505	0.5
7506	0
7507	0
7508	0
7509	0
7510	0
7511	0
7512	1
7513	0
7514	0
7515	0
7516	0
7517	0
7518	1.01818181818182
7519	0
7520	0
7521	0
7522	0
7523	0
7524	0
7525	0
7526	0
7527	0
7528	0
7529	0
7530	0
7531	0
7532	0
7533	0
7534	0
7535	0
7536	0
7537	24.5
7538	0
7539	0
7540	0
7541	0
7542	0
7543	0
7544	0
7545	0
7546	0
7547	0
7548	1
7549	0
7550	10.8461538461538
7551	0
7552	0
7553	0
7554	0
7555	0
7556	0
7557	0
7558	0
7559	0
7560	0
7561	0
7562	0
7563	0
7564	0
7565	1
7566	0
7567	0
7568	0
7569	0
7570	1
7571	0
7572	0
7573	0
7574	0
7575	0
7576	0
7577	0
7578	0
7579	0
7580	0
7581	0
7582	0
7583	0
7584	0
7585	0
7586	0
7587	0
7588	0
7589	0
7590	0.5
7591	0
7592	0
7593	0
7594	1.01818181818182
7595	0
7596	0
7597	0
7598	0
7599	0
7600	0
7601	0
7602	0
7603	0
7604	0
7605	0
7606	0
7607	0
7608	0
7609	0
7610	0
7611	1
7612	0
7613	0
7614	0
7615	1.01818181818182
7616	0
7617	1
7618	0
7619	0
7620	0
7621	0
7622	0
7623	0
7624	0
7625	0
7626	0
7627	1
7628	0
7629	0
7630	0
7631	1
7632	0
7633	0
7634	0
7635	0
7636	1.01818181818182
7637	0.689655172413793
7638	0
7639	0
7640	0
7641	0
7642	0
7643	0
7644	0
7645	0
7646	0
7647	0
7648	0
7649	0
7650	0
7651	0
7652	2.08961038961039
7653	0
7654	0
7655	0
7656	1
7657	0
7658	1.01818181818182
7659	0
7660	2
7661	0
7662	0
7663	0
7664	0
7665	0
7666	1
7667	0
7668	0
7669	0
7670	0
7671	0
7672	0
7673	0
7674	0
7675	0
7676	0
7677	0
7678	0
7679	0
7680	0
7681	0
7682	0
7683	0
7684	0
7685	2.14285714285714
7686	0
7687	0
7688	0
7689	0
7690	0
7691	0
7692	0
7693	0
7694	0
7695	0
7696	0
7697	0
7698	0
7699	0
7700	0
7701	0
7702	0
7703	0
7704	0
7705	1
7706	0
7707	1
7708	0
7709	2
7710	0
7711	0.28125
7712	0
7713	0
7714	0
7715	0
7716	0
7717	0
7718	0
7719	0
7720	0
7721	0
7722	0
7723	0
7724	0
7725	0
7726	0
7727	0
7728	0
7729	0
7730	0
7731	0
7732	11
7733	0
7734	1
7735	0
7736	1
7737	0
7738	0
7739	0
7740	0
7741	0
7742	0
7743	0
7744	0
7745	0
7746	0
7747	0
7748	0
7749	0
7750	0
7751	0
7752	0
7753	1.02777777777778
7754	0
7755	0
7756	0
7757	0
7758	0
7759	0
7760	0
7761	0
7762	0
7763	0.436363636363636
7764	0
7765	0
7766	0
7767	0
7768	0
7769	0
7770	0
7771	0.436363636363636
7772	0
7773	1
7774	0
7775	0
7776	0
7777	0.689655172413793
7778	0
7779	0
7780	0
7781	0
7782	0
7783	0
7784	0
7785	0
7786	0
7787	0
7788	0
7789	0
7790	0
7791	0
7792	0
7793	0
7794	2
7795	0
7796	0
7797	1
7798	0
7799	0
7800	0
7801	0
7802	0
7803	0
7804	0
7805	0
7806	0
7807	0
7808	0
7809	0
7810	0
7811	0
7812	0
7813	0
7814	0
7815	0
7816	0
7817	0
7818	0
7819	0
7820	0
7821	0
7822	0
7823	0
7824	0
7825	0
7826	0
7827	0
7828	0
7829	0
7830	0
7831	0
7832	0
7833	0
7834	0
7835	0
7836	0
7837	0
7838	0
7839	0
7840	0
7841	1
7842	0
7843	0
7844	0
7845	0
7846	0
7847	0
7848	0
7849	0
7850	0
7851	0
7852	0
7853	0
7854	0
7855	0
7856	0
7857	0
7858	0
7859	0
7860	0
7861	0
7862	0
7863	0
7864	0
7865	0
7866	0
7867	0
7868	0
7869	2.11111111111111
7870	0
7871	0
7872	0
7873	0
7874	0
7875	0
7876	0
7877	0
7878	0
7879	0
7880	0
7881	0
7882	2.16279069767442
7883	0
7884	0
7885	1
7886	0
7887	1
7888	0
7889	0
7890	1
7891	0
7892	0
7893	0
7894	0
7895	0
7896	0
7897	0
7898	0
7899	0
7900	0
7901	0
7902	0
7903	0
7904	0
7905	0
7906	0
7907	0
7908	0
7909	0
7910	0
7911	0
7912	0
7913	0
7914	0
7915	0
7916	0
7917	0
7918	0
7919	0
7920	0
7921	0
7922	0
7923	0
7924	0
7925	0
7926	0
7927	0
7928	0
7929	0
7930	0
7931	0
7932	0
7933	0
7934	0
7935	0
7936	0
7937	0
7938	0
7939	0
7940	0
7941	0
7942	0
7943	0
7944	0
7945	0
7946	0
7947	0.436363636363636
7948	0
7949	1
7950	0
7951	8
7952	0.436363636363636
7953	0
7954	1.07142857142857
7955	0
7956	0
7957	0
7958	0
7959	0
7960	0
7961	1.01818181818182
7962	0
7963	0
7964	0.833333333333333
7965	0
7966	0
7967	0
7968	0
7969	0
7970	0
7971	0
7972	0
7973	0
7974	1
7975	0
7976	0
7977	0
7978	0
7979	0
7980	1
7981	0
7982	0
7983	0
7984	1
7985	0
7986	0
7987	0
7988	0
7989	0
7990	0
7991	0
7992	0
7993	1.05263157894737
7994	0
7995	0
7996	0
7997	0
7998	0
7999	0
8000	0
8001	0
8002	0
8003	0
8004	0
8005	0
8006	0
8007	0
8008	0
8009	0
8010	0
8011	0
8012	0
8013	0
8014	0
8015	0
8016	0
8017	0.8
8018	0
8019	0
8020	0
8021	0
8022	0
8023	0
8024	0
8025	0
8026	0
8027	0
8028	0
8029	0
8030	0
8031	0
8032	0
8033	0
8034	0
8035	0
8036	0
8037	0
8038	0
8039	0
8040	0
8041	0
8042	0
8043	0
8044	0
8045	0
8046	1
8047	0
8048	0
8049	0
8050	0.2
8051	0
8052	0
8053	0
8054	0
8055	0
8056	0
8057	1.01818181818182
8058	0
8059	0
8060	0
8061	0
8062	0.45
8063	0
8064	0
8065	0
8066	0
8067	0
8068	0
8069	0
8070	0
8071	0
8072	0
8073	0
8074	0
8075	0
8076	0
8077	0
8078	0
8079	0
8080	0
8081	0
8082	0
8083	0
8084	0
8085	0
8086	0
8087	0
8088	0
8089	0
8090	0
8091	0
8092	0.5
8093	0
8094	0
8095	0
8096	0
8097	0
8098	0
8099	0
8100	0
8101	0
8102	0
8103	0
8104	0
8105	0
8106	0
8107	0.8
8108	0
8109	0
8110	0
8111	0
8112	0
8113	0
8114	0
8115	0
8116	0
8117	0
8118	0
8119	0
8120	0
8121	0
8122	0
8123	0
8124	0.872727272727273
8125	0
8126	0
8127	0
8128	0
8129	0
8130	0
8131	0
8132	0.872727272727273
8133	0
8134	0
8135	0
8136	1.1
8137	0
8138	0
8139	0
8140	0
8141	0
8142	0
8143	0
8144	0
8145	0
8146	0
8147	0
8148	0
8149	0
8150	0
8151	0
8152	0
8153	0
8154	0
8155	0
8156	0
8157	0
8158	0
8159	0
8160	0
8161	0
8162	0
8163	0
8164	0
8165	0
8166	0
8167	0
8168	0
8169	0
8170	0
8171	0
8172	0
8173	0
8174	0
8175	0
8176	0
8177	0
8178	0
8179	0
8180	0
8181	0
8182	0
8183	0
8184	1.08
8185	0
8186	0
8187	0
8188	0
8189	0
8190	0
8191	0
8192	0
8193	0
8194	0
8195	0
8196	0
8197	0
8198	0
8199	0
8200	0
8201	0
8202	0
8203	0
8204	0
8205	0
8206	1.08
8207	0
8208	0
8209	0
8210	0
8211	0
8212	0
8213	0
8214	0
8215	0
8216	0
8217	0
8218	2
8219	0
8220	0
8221	0
8222	0
8223	0
8224	0
8225	1.05263157894737
8226	1
8227	0
8228	0
8229	0
8230	0
8231	0
8232	0
8233	0
8234	0
8235	0
8236	0
8237	0
8238	0
8239	0
8240	0
8241	0
8242	0
8243	0
8244	0
8245	0
8246	0
8247	0
8248	0
8249	1.75
8250	0
8251	0
8252	0
8253	0
8254	0
8255	1.45
8256	0
8257	0
8258	0
8259	0
8260	0
8261	0
8262	0
8263	0
8264	0
8265	0
8266	0
8267	0
8268	0
8269	0
8270	0
8271	0
8272	0
8273	0
8274	0
8275	0
8276	0
8277	0
8278	0
8279	0
8280	0
8281	0
8282	0.436363636363636
8283	0
8284	0
8285	0
8286	0
8287	0
8288	0
8289	0
8290	0
8291	0
8292	0
8293	0
8294	0
8295	0
8296	0
8297	0
8298	0
8299	0
8300	1.08
8301	0
8302	0
8303	0
8304	0
8305	0
8306	0
8307	0
8308	0.872727272727273
8309	0
8310	0
8311	0
8312	0
8313	0.872727272727273
8314	0
8315	0
8316	0
8317	0
8318	0
8319	0.5
8320	0
8321	0
8322	0
8323	0
8324	0
8325	0
8326	0
8327	0
8328	0
8329	0
8330	0
8331	0
8332	0
8333	0
8334	0
8335	0
8336	0
8337	0
8338	0
8339	0
8340	2
8341	0
8342	0
8343	0
8344	0
8345	0
8346	0
8347	1
8348	0
8349	0
8350	0
8351	0
8352	0
8353	0
8354	0
8355	0
8356	0.5
8357	0
8358	0
8359	0
8360	0
8361	0
8362	0
8363	0
8364	0
8365	0
8366	0
8367	0
8368	0
8369	0
8370	0
8371	0
8372	0
8373	0
8374	0
8375	0
8376	0
8377	1
8378	0
8379	0
8380	0
8381	0
8382	0
8383	0
8384	0
8385	0
8386	0
8387	0
8388	0.5
8389	0
8390	0
8391	0
8392	0
8393	0
8394	0
8395	0
8396	0.55609756097561
8397	0
8398	0
8399	0
8400	0
8401	0
8402	0
8403	0
8404	0
8405	2.1
8406	0
8407	0
8408	0
8409	0
8410	0
8411	0
8412	0
8413	0
8414	0
8415	0
8416	0
8417	0
8418	0
8419	0
8420	0
8421	0
8422	0
8423	0
8424	0
8425	0.689655172413793
8426	0
8427	0
8428	0
8429	0
8430	0
8431	0
8432	1
8433	0
8434	0
8435	0
8436	0
8437	0
8438	0
8439	0
8440	0
8441	0
8442	0
8443	0
8444	0
8445	0
8446	0
8447	0
8448	0
8449	0
8450	0
8451	0
8452	0
8453	0
8454	0
8455	0
8456	0
8457	0
8458	0
8459	0
8460	0
8461	0
8462	0
8463	0
8464	0
8465	0
8466	0
8467	0
8468	0
8469	0
8470	0
8471	0
8472	0
8473	0
8474	0
8475	0
8476	0
8477	0
8478	0
8479	0
8480	0
8481	0
8482	0
8483	0
8484	0
8485	0
8486	0
8487	0
8488	0
8489	0
8490	0
8491	0
8492	0
8493	0
8494	0
8495	0
8496	0
8497	1
8498	0
8499	0
8500	0
8501	0
8502	0
8503	0
8504	0
8505	0
8506	0
8507	0
8508	0
8509	0
8510	0
8511	0
8512	0
8513	0
8514	0
8515	0
8516	1
8517	0
8518	0
8519	0
8520	3
8521	0
8522	0
8523	0
8524	0
8525	0
8526	0
8527	0
8528	0
8529	0
8530	1.16279069767442
8531	0
8532	0
8533	0
8534	0
8535	0
8536	0
8537	0
8538	0
8539	0
8540	0
8541	0
8542	0
8543	0
8544	0
8545	0
8546	0
8547	0
8548	0
8549	0
8550	0
8551	0
8552	0
8553	0
8554	0
8555	0
8556	0
8557	0
8558	0
8559	0
8560	0
8561	0
8562	0
8563	0
8564	0
8565	0
8566	0
8567	0
8568	0
8569	0
8570	0
8571	0
8572	0
8573	0
8574	0
8575	0
8576	0
8577	0
8578	1.1
8579	0
8580	0
8581	0
8582	0
8583	0
8584	0
8585	0
8586	0
8587	0
8588	0
8589	0
8590	0
8591	0
8592	0
8593	0
8594	0
8595	0
8596	0
8597	0
8598	0
8599	0
8600	0
8601	0
8602	0
8603	0
8604	0
8605	0
8606	0
8607	1.08
8608	0
8609	0
8610	0
8611	0
8612	0
8613	0
8614	0
8615	0
8616	0
8617	0
8618	0
8619	0
8620	0.5
8621	0
8622	0
8623	0
8624	0
8625	0
8626	0
8627	0
8628	0
8629	0
8630	0
8631	0
8632	1.54994259471871
8633	0
8634	0
8635	0
8636	0
8637	0
8638	0
8639	0
8640	0
8641	0
8642	0
8643	0.872727272727273
8644	0
8645	1.08
8646	0
8647	0
8648	0
8649	0
8650	0
8651	0
8652	0
8653	0
8654	0
8655	0
8656	0
8657	0
8658	0
8659	0
8660	0
8661	0
8662	0
8663	0
8664	0
8665	0
8666	0
8667	1.08
8668	0
8669	0
8670	0
8671	0
8672	0
8673	0
8674	1.54994259471871
8675	0
8676	0
8677	0
8678	0
8679	0
8680	0
8681	0
8682	0
8683	0
8684	0
8685	0
8686	0
8687	0
8688	0
8689	0
8690	0.5
8691	0
8692	0
8693	0
8694	0
8695	0
8696	0
8697	0
8698	0
8699	0
8700	0
8701	0
8702	1
8703	0
8704	0
8705	0
8706	0
8707	0
8708	0
8709	0
8710	0
8711	0
8712	0
8713	0
8714	0
8715	0
8716	0
8717	0
8718	0
8719	0
8720	0
8721	0
8722	0
8723	0
8724	0
8725	0
8726	0
8727	0
8728	0
8729	0
8730	0
8731	0
8732	0
8733	0
8734	0
8735	0
8736	0
8737	0
8738	0
8739	0
8740	0
8741	0
8742	0
8743	0
8744	0
8745	0.774971297359357
8746	0
8747	0
8748	0
8749	0
8750	4.64982778415614
8751	0
8752	0
8753	0
8754	0
8755	0
8756	0
8757	0
8758	0
8759	0
8760	0
8761	0
8762	0
8763	0
8764	0
8765	0
8766	0
8767	0
8768	0
8769	0
8770	0
8771	0
8772	0
8773	0
8774	0
8775	0
8776	0
8777	0
8778	0
8779	0
8780	0
8781	0
8782	0
8783	0
8784	0
8785	0
8786	0
8787	0.774971297359357
8788	0
8789	0
8790	1.54994259471871
8791	0
8792	0
8793	0
8794	0
8795	0
8796	0
8797	0
8798	0
8799	0
8800	0
8801	0
8802	0
8803	0
8804	0
8805	0
8806	0
8807	0
8808	0
8809	0
8810	0
8811	0
8812	0
8813	0
8814	0
8815	0
8816	0
8817	0
8818	0
8819	0
8820	0
8821	0
8822	0
8823	0
8824	0
8825	2.19047619047619
8826	0
8827	0
8828	0
8829	0
8830	0
8831	0
8832	1.05263157894737
8833	0
8834	0
8835	0
8836	2.19047619047619
8837	0
8838	0
8839	0
8840	0
8841	0
8842	0
8843	0
8844	0
8845	0
8846	0
8847	0
8848	0
8849	0
8850	0
8851	0
8852	0.5
8853	0
8854	2.19047619047619
8855	0
8856	0
8857	0
8858	0
8859	0
8860	0
8861	0
8862	0
8863	2.32491389207807
8864	0
8865	0
8866	0
8867	0
8868	0
8869	0
8870	0
8871	0
8872	0
8873	0
8874	0
8875	0
8876	0
8877	0
8878	0
8879	0
8880	0
8881	0
8882	0
8883	0
8884	0
8885	0
8886	0
8887	0
8888	0
8889	0
8890	0
8891	0
8892	0
8893	0
8894	0
8895	2.19047619047619
8896	0
8897	0
8898	0
8899	0
8900	0
8901	0
8902	0
8903	0.774971297359357
8904	0
8905	0
8906	0
8907	0
8908	0
8909	0
8910	0
8911	0
8912	0
8913	0
8914	0
8915	0
8916	2.19047619047619
8917	0
8918	0
8919	0
8920	0
8921	0
8922	0
8923	0.39344262295082
8924	0
8925	0
8926	0
8927	0
8928	0
8929	0
8930	0
8931	0
8932	0
8933	0
8934	0
8935	0
8936	0
8937	0
8938	0
8939	0
8940	0
8941	0
8942	0
8943	0
8944	0
8945	0
8946	0
8947	0
8948	0
8949	0
8950	0
8951	0.55609756097561
8952	0
8953	0
8954	0
8955	0
8956	0
8957	0
8958	0
8959	0
8960	0
8961	0
8962	0
8963	0
8964	0
8965	0
8966	0
8967	0.357142857142857
8968	0
8969	0
8970	0
8971	0
8972	0
8973	0
8974	1.1
8975	0
8976	0
8977	0
8978	0
8979	0
8980	0
8981	0
8982	0
8983	0
8984	0
8985	0
8986	0
8987	1
8988	0
8989	0
8990	0
8991	0
8992	0
8993	0
8994	0
8995	1
8996	0
8997	1.54994259471871
8998	0
8999	5
9000	0
9001	0
9002	0
9003	0
9004	0
9005	0
9006	0
9007	0
9008	0
9009	0
9010	0
9011	4.38095238095238
9012	0
9013	0
9014	0
9015	0
9016	0
9017	0
9018	0
9019	0
9020	0
9021	0
9022	0
9023	0
9024	0.39344262295082
9025	0
9026	0
9027	0
9028	0
9029	0
9030	0
9031	0
9032	2.19047619047619
9033	0
9034	0.509090909090909
9035	0
9036	0
9037	0
9038	0
9039	0
9040	0
9041	0
9042	0
9043	0
9044	0
9045	0.45
9046	0
9047	0
9048	0
9049	0
9050	1.05263157894737
9051	0
9052	0
9053	0
9054	0
9055	0
9056	0
9057	0
9058	0
9059	0
9060	0
9061	0
9062	0
9063	0
9064	0
9065	0
9066	0
9067	0
9068	0
9069	0
9070	0.55609756097561
9071	0
9072	0
9073	0
9074	0
9075	0
9076	0
9077	0
9078	0
9079	0
9080	0
9081	0.55609756097561
9082	0
9083	0
9084	0
9085	0
9086	0
9087	0
9088	0.357142857142857
9089	0
9090	0
9091	0
9092	0
9093	0
9094	0
9095	0
9096	0
9097	0
9098	0
9099	0
9100	0
9101	0
9102	0
9103	1.54994259471871
9104	0
9105	0
9106	0
9107	0
9108	0
9109	0
9110	0.774971297359357
9111	0
9112	0
9113	0
9114	0
9115	0
9116	0
9117	0
9118	0
9119	0
9120	0
9121	0
9122	0.666666666666667
9123	0
9124	0
9125	0
9126	0
9127	0
9128	0
9129	0
9130	0
9131	0
9132	0
9133	0
9134	0
9135	0
9136	0
9137	1.54994259471871
9138	0
9139	0
9140	0
9141	0
9142	1.54994259471871
9143	0
9144	0
9145	0.5
9146	1.54994259471871
9147	0
9148	0
9149	0
9150	6.88942555128865
9151	0
9152	1.54994259471871
9153	0
9154	1.54994259471871
9155	1.54994259471871
9156	0
9157	0
9158	0
9159	4.98316111748948
9160	0
9161	0
9162	0
9163	0
9164	0
9165	0
9166	0
9167	0
9168	0
9169	0
9170	0
9171	0
9172	0
9173	0
9174	0
9175	0
9176	0
9177	0
9178	0
9179	0
9180	7.74971297359357
9181	0
9182	0
9183	0
9184	0
9185	1.54994259471871
9186	0
9187	0
9188	0
9189	0
9190	0
9191	0
9192	0
9193	0
9194	0
9195	1.54994259471871
9196	0
9197	0
9198	0
9199	2.19047619047619
9200	1.54994259471871
9201	1.54994259471871
9202	0
9203	0
9204	0
9205	0
9206	13.9494833524684
9207	0
9208	0
9209	0
9210	0
9211	0
9212	0
9213	0
9214	0
9215	0
9216	0.774971297359357
9217	0
9218	0
9219	0
9220	0
9221	1.54994259471871
9222	0
9223	0
9224	2.19047619047619
9225	2.66666666666667
9226	0
9227	1.54994259471871
9228	0
9229	1.54994259471871
9230	0
9231	0
9232	9.29965556831229
9233	0
9234	0
9235	0
9236	0
9237	1.54994259471871
9238	1.54994259471871
9239	0
9240	0
9241	0
9242	0
9243	0
9244	1.54994259471871
9245	1.54994259471871
9246	0
9247	0
9248	0
9249	0
9250	0.774971297359357
9251	0
9252	0
9253	5.31649445082281
9254	48.0482204362801
9255	0.774971297359357
9256	1.54994259471871
9257	1.54994259471871
9258	0
9259	1.77497129735936
9260	0
9261	0
9262	0
9263	3.09988518943743
9264	0
9265	2.32491389207807
9266	0
9267	0.774971297359357
9268	0.774971297359357
9269	0
9270	0
9271	0
9272	2.32491389207807
9273	1.54994259471871
9274	0
9275	0
9276	1.54994259471871
9277	2.19047619047619
9278	0
9279	0
9280	18.5993111366246
9281	1.54994259471871
9282	1
9283	3.09988518943743
9284	0.666666666666667
9285	0
9286	0
9287	0
9288	2.57772037249649
9289	0
9290	4.64982778415614
9291	1.54994259471871
9292	0
9293	3.87485648679679
9294	0
9295	0
9296	0
9297	0
9298	0.774971297359357
9299	0
9300	0
9301	0
9302	1.16279069767442
9303	3.59988518943743
9304	0
9305	0
9306	0
9307	0
9308	6.4247990815155
9309	1.54994259471871
9310	1
9311	0
9312	0
9313	0.774971297359357
9314	6.97474167623421
9315	0
9316	0
9317	0
9318	0
9319	8.52468427095293
9320	0
9321	2.54994259471871
9322	0
9323	0
9324	0
9325	1.54994259471871
9326	0
9327	0
9328	0
9329	1.54994259471871
9330	0
9331	0
9332	1.54994259471871
9333	0
9334	0.774971297359357
9335	0
9336	0
9337	0
9338	3.09988518943743
9339	0
9340	2.32491389207807
9341	1.54994259471871
9342	0.774971297359357
9343	1.54994259471871
9344	0
9345	4.64982778415614
9346	0
9347	0
9348	0
9349	0
9350	3.87485648679679
9351	0.774971297359357
9352	0
9353	0
9354	0
9355	0
9356	1.54994259471871
9357	2.32491389207807
9358	0.774971297359357
9359	1.54994259471871
9360	0
9361	0
9362	0
9363	0
9364	0
9365	0
9366	2.32491389207807
9367	24.0241102181401
9368	3.09988518943743
9369	5.4247990815155
9370	6.97474167623421
9371	2.84623889101501
9372	0
9373	0
9374	0
9375	0
9376	9.29965556831229
9377	1.54994259471871
9378	2.32491389207807
9379	6.19977037887486
9380	0
9381	6.19977037887486
9382	0
9383	4.64982778415614
9384	0
9385	0
9386	0.774971297359357
9387	0
9388	3.09988518943743
9389	0.774971297359357
9390	0
9391	0
9392	3.09988518943743
9393	13.9494833524684
9394	0.774971297359357
9395	0
9396	3.09988518943743
9397	0
9398	0
9399	4.64982778415614
9400	0
9401	0.774971297359357
9402	0
9403	2.32491389207807
9404	0.774971297359357
9405	1.54994259471871
9406	9.29965556831229
9407	1.54994259471871
9408	3.09988518943743
9409	1.54994259471871
9410	3.09988518943743
9411	6.19977037887486
9412	0
9413	1.54994259471871
9414	6.19977037887486
9415	0
9416	1.54994259471871
9417	0
9418	0
9419	0
9420	1
9421	2.32491389207807
9422	0.774971297359357
9423	0
9424	1
9425	0
9426	1
9427	3.09988518943743
9428	0
9429	0
9430	0
9431	0
9432	0.774971297359357
9433	0
9434	1.77497129735936
9435	0
9436	0
9437	0
9438	0.774971297359357
9439	0
9440	0
9441	0
9442	0.774971297359357
9443	0
9444	0
9445	0.774971297359357
9446	1.16279069767442
9447	0
9448	0
9449	0
9450	0
9451	1.54994259471871
9452	1
9453	0.774971297359357
9454	0.774971297359357
9455	0
9456	0.774971297359357
9457	0
9458	0
9459	0
9460	0
9461	0
9462	0
9463	1.54994259471871
9464	0
9465	0
9466	0
9467	0
9468	2.16279069767442
9469	0.774971297359357
9470	0.774971297359357
9471	0
9472	0.774971297359357
9473	0
9474	0
9475	0.28125
9476	1
9477	0
9478	1
9479	0
9480	0
9481	1.54994259471871
9482	2.32491389207807
9483	3.09988518943743
9484	0.774971297359357
9485	0
9486	0
9487	0
9488	0
9489	4.64982778415614
9490	0.774971297359357
9491	0.774971297359357
9492	3.09988518943743
9493	0
9494	3.09988518943743
9495	0
9496	2.32491389207807
9497	0.5
9498	0
9499	0
9500	0
9501	1.54994259471871
9502	0
9503	0
9504	0
9505	1.54994259471871
9506	2.32491389207807
9507	0
9508	0
9509	0.774971297359357
9510	0
9511	0
9512	2.32491389207807
9513	0
9514	0
9515	0
9516	0
9517	0
9518	0.774971297359357
9519	4.64982778415614
9520	0.774971297359357
9521	1.54994259471871
9522	0.774971297359357
9523	1.54994259471871
9524	4.09988518943743
9525	0
9526	0.774971297359357
9527	3.09988518943743
9528	0
9529	0
9530	0
9531	0
9532	0
9533	0
9534	0
9535	0
9536	1
9537	0
9538	0
9539	0
9540	0
9541	0
9542	0
9543	0
9544	0
9545	0
9546	0
9547	0
9548	0
9549	1
9550	0.5
9551	0
9552	0
9553	0
9554	0
9555	0
9556	0
9557	0
9558	0
9559	0
9560	0
9561	0
9562	0
9563	0
9564	1
9565	0
9566	0
9567	0
9568	0
9569	0
9570	0
9571	0
9572	0
9573	0
9574	0
9575	0
9576	0
9577	0
9578	0
9579	0
9580	0
9581	0.5
9582	0
9583	0
9584	0
9585	0
9586	0
9587	0
9588	0
9589	0
9590	0
9591	0
9592	1
9593	0
9594	0
9595	0
9596	0
9597	0
9598	0.5
9599	0
9600	0
9601	0
9602	0
9603	0
9604	0
9605	0
9606	0
9607	0
9608	0
9609	0
9610	0
9611	1
9612	0
9613	0
9614	0
9615	0
9616	0
9617	0
9618	0
9619	1
9620	0
9621	0
9622	0
9623	0.5
9624	0
9625	0
9626	0
9627	0.5
9628	0
9629	0
